,original,predict,last_x,direction,diff
1435,279.93,744.8297,280.07,False,-1.6594412536653784
1436,281.87,804.02466,285.06,False,-1.820545352568319
1437,283.63,743.0856,282.78,True,0.0
1438,285.86,803.35486,287.11,False,-1.7980734157585505
1439,291.96,881.7014,293.08,False,-2.0083984441641363
1440,291.05,843.9457,292.27,False,-1.8875549276728283
1441,292.53,800.2849,293.16,False,-1.7298571159413798
1442,294.88,822.754,297.6,False,-1.7646304715064263
1443,299.92,864.3472,303.26,False,-1.8501854151681931
1444,302.76,764.80774,298.2,True,0.0
1445,287.41,549.0772,285.76,True,0.0
1446,283.58,207.80177,272.27,False,-0.23678050071146628
1447,269.95,229.19699,275.54,True,0.0
1448,277.88,230.92181,280.97,True,0.0
1449,272.34,82.862305,274.33,True,0.0
1450,270.45,38.725388,274.28,True,0.0
1451,275.16,145.84186,278.9,True,0.0
1452,279.06,183.159,279.77,True,0.0
1453,274.61,-48.032776,267.52,False,-1.1795483548105048
1454,270.32,-28.315125,271.62,True,0.0
1455,266.87,-274.48096,262.52,False,-2.045562079198728
1456,267.51,-112.65961,270.05,True,0.0
1457,272.48,-27.01773,272.15,False,-1.099275145004191
1458,264.16,-215.60416,261.58,False,-1.8242379252776995
1459,265.39,-139.65073,265.82,True,0.0
1460,271.56,115.44774,276.615,True,0.0
1461,277.2,163.08884,276.72,False,-0.4106358894553272
1462,275.95,164.50833,276.09,True,0.0
1463,277.84,266.75885,281.79,True,0.0
1464,282.25,172.83836,276.01,False,-0.37379673327973284
1465,274.31,203.50284,276.34,True,0.0
1466,280.16,214.31824,279.29,False,-0.2326318976523059
1467,275.16,233.65909,277.83,True,0.0
1468,279.92,335.91797,282.32,False,-0.18984828828988384
1469,281.41,374.9688,283.09,False,-0.3245568936916044
1470,285.71,587.01587,290.6,False,-1.0200133143173604
1471,294.53,695.26965,296.34,False,-1.3461890170760362
1472,294.52,743.5449,295.32,False,-1.5177601309596371
1473,292.06,597.10876,287.25,True,0.0
1474,290.1,742.2568,291.8,False,-1.5437175287948723
1475,288.51,673.12585,290.49,False,-1.31720835310058
1476,283.8,497.5412,284.56,False,-0.748457965738223
1477,284.41,438.84302,284.67,False,-0.5415850548990936
1478,284.19,429.8671,285.05,False,-0.5080410312129998
1479,284.18,419.78717,284.79,False,-0.4740235626607543
1480,284.74,347.01703,282.32,True,0.0
1481,280.47,294.17422,281.42,False,-0.04532096103160972
1482,282.66,185.9528,278.13,False,-0.33141766596401073
1483,271.64,68.70322,273.04,True,0.0
1484,276.39,39.356873,274.375,False,-0.8565580954584282
1485,269.38,-28.106354,271.73,True,0.0
1486,269.98,-128.75519,271.86,True,0.0
1487,274.65,307.203,283.56,False,-0.08337918934154147
1488,286.91,529.5602,293.41,False,-0.8048470763234465
1489,294.39,708.69604,293.58,True,0.0
1490,294.61,810.5702,297.31,False,-1.7263468784423246
1491,288.59,403.309,285.26,True,0.0
1492,283.42,428.19812,285.92,False,-0.49761513751114816
1493,289.76,457.28445,290.72,False,-0.5729377213322203
1494,288.4,572.1057,290.01,False,-0.9727102958195407
1495,290.93,525.97546,290.68,True,0.0
1496,293.2,583.6143,293.4,False,-0.98914219102814
