,original,predict,last_x,direction,diff,,,,
3148,182.64,182.89172,183.01,TRUE,0.000%,-0.25172,-0.14%,,
3149,183.74,183.54337,185.88,TRUE,0.000%,0.19663,0.11%,,
3150,186.41,183.8827,186.73,TRUE,0.000%,2.5273,1.35%,,
3151,187.11,186.07867,189.72,TRUE,0.000%,1.03133,0.54%,,
3152,188.85,186.64076,188.57,FALSE,-1.023%,2.20924,1.17%,,
3153,188.57,187.70917,188.52,FALSE,-0.430%,0.86083,0.46%,,
3154,188.16,187.01881,188.06,FALSE,-0.554%,1.14119,0.61%,,
3155,184.93,186.46904,186.13,FALSE,-0.182%,-1.53904,-0.83%,,
3156,185.79,185.43295,186.47,TRUE,0.000%,0.35705,0.19%,,
3157,186.5,185.99274,186.95,TRUE,0.000%,0.50726,0.27%,,
3158,186.74,188.17477,190.3,TRUE,0.000%,-1.43477,-0.75%,,
3159,189.26,187.47101,189.19,FALSE,-0.909%,1.78899,0.95%,,
3160,190.01,189.39998,190.45,TRUE,0.000%,0.61002,0.32%,,
3161,191.44,189.91867,190.15,FALSE,-0.122%,1.52133,0.80%,,
3162,191.05,189.413,189.86,FALSE,-0.235%,1.637,0.86%,,
3163,189.71,188.72992,188.79,FALSE,-0.032%,0.98008,0.52%,,
3164,190.66,190.3916,191.79,TRUE,0.000%,0.2684,0.14%,,
3165,192.56,191.03639,192.88,TRUE,0.000%,1.52361,0.79%,,
3166,192.42,191.9533,192.63,TRUE,0.000%,0.4667,0.24%,,
3167,193.53,193.18423,193.97,TRUE,0.000%,0.34577,0.18%,,
3168,194.15,194.46107,193.86,TRUE,0.000%,-0.31107,-0.16%,,
3169,193.15,193.53516,193.2,FALSE,-0.173%,-0.38516,-0.20%,,
3170,192.2,192.19098,191.3,TRUE,0.000%,0.00902,0.00%,,
3171,192.42,192.55284,193.82,TRUE,0.000%,-0.13284,-0.07%,,
3172,191.01,190.85133,191.5,TRUE,0.000%,0.15867,0.08%,,
3173,192.53,191.5274,193.58,TRUE,0.000%,1.0026,0.52%,,
3174,193.79,192.1035,193.07,FALSE,-0.501%,1.6865,0.87%,,
3175,195.15,193.54932,194.48,FALSE,-0.479%,1.60068,0.82%,,
3176,193.3,194.08426,194.52,TRUE,0.000%,-0.78426,-0.40%,,
3177,195.29,194.12828,195.18,FALSE,-0.539%,1.16172,0.60%,,
3178,194.62,193.30006,193.16,TRUE,0.000%,1.31994,0.68%,,
3179,193.78,193.40254,194.31,TRUE,0.000%,0.37746,0.19%,,
3180,191.1,191.4566,191.51,TRUE,0.000%,-0.3566,-0.19%,,
3181,190.15,189.47592,188.82,TRUE,0.000%,0.67408,0.36%,,
3182,187.35,186.16385,183.51,TRUE,0.000%,1.18615,0.65%,,
3183,180.73,184.4979,182.38,FALSE,-1.161%,-3.7679,-2.07%,,
3184,183.26,181.79164,181.32,TRUE,0.000%,1.46836,0.81%,,
3185,184.25,183.73085,185.15,TRUE,0.000%,0.51915,0.28%,,
3186,188.26,184.74217,187.32,FALSE,-1.376%,3.51783,1.88%,,
3187,186.49,184.77136,185.34,FALSE,-0.307%,1.71864,0.93%,,
3188,184.35,184.45491,184.27,TRUE,0.000%,-0.10491,-0.06%,,
3189,188.39,184.8468,185.31,FALSE,-0.250%,3.5432,1.91%,,
3190,182.76,185.32506,183.11,FALSE,-1.210%,-2.56506,-1.40%,,
3191,182.55,184.29778,184.11,FALSE,-0.102%,-1.74778,-0.95%,,
3192,185.48,185.04042,188.03,TRUE,0.000%,0.43958,0.23%,,
3193,188.43,185.7656,188,FALSE,-1.189%,2.6644,1.42%,,
3194,186.97,187.70056,188.66,TRUE,0.000%,-0.73056,-0.39%,,
3195,188.63,187.31064,188.98,TRUE,0.000%,1.31936,0.70%,,
3196,188.02,187.38145,186.76,TRUE,0.000%,0.63855,0.34%,,
3197,182.07,186.30275,184.19,FALSE,-1.147%,-4.23275,-2.30%,,
3198,184.82,185.57953,186.08,TRUE,0.000%,-0.75953,-0.41%,,
3199,184.43,184.80681,183.84,TRUE,0.000%,-0.37681,-0.20%,,
3200,185.09,185.84914,187.37,TRUE,0.000%,-0.75914,-0.41%,,
3201,187.92,186.47337,188.94,TRUE,0.000%,1.44663,0.77%,,
3202,187.47,186.60538,186.26,TRUE,0.000%,0.86462,0.46%,,
3203,185.65,187.16571,187.43,TRUE,0.000%,-1.51571,-0.81%,,
3204,188.33,187.2471,190.39,TRUE,0.000%,1.0829,0.57%,,
3205,191.78,189.51741,192.03,TRUE,0.000%,2.26259,1.18%,,
3206,191.59,190.82718,192.18,TRUE,0.000%,0.76282,0.40%,,
3207,191.19,190.00334,190.19,FALSE,-0.098%,1.18666,0.62%,,
3208,190.64,190.85753,190.98,TRUE,0.000%,-0.21753,-0.11%,,
3209,192.43,191.92276,193.64,TRUE,0.000%,0.50724,0.26%,,
3210,193.23,192.04054,192.95,FALSE,-0.471%,1.18946,0.62%,,
3211,192.54,191.17128,191.3,FALSE,-0.067%,1.36872,0.72%,,
3212,191.68,190.54361,191.7,TRUE,0.000%,1.13639,0.59%,,
3213,192.6,190.9686,192.2,FALSE,-0.641%,1.6314,0.85%,,
3214,192.52,191.0109,192.86,TRUE,0.000%,1.5091,0.78%,,
3215,192.84,191.78847,193.11,TRUE,0.000%,1.05153,0.54%,,
3216,190.8,190.76782,190.36,TRUE,0.000%,0.03218,0.02%,,
3217,190.5,190.54485,191.37,TRUE,0.000%,-0.04485,-0.02%,,
3218,187.97,188.56383,187.79,TRUE,0.000%,-0.59383,-0.32%,,
3219,190.08,189.03207,189.87,FALSE,-0.441%,1.04793,0.55%,,
3220,189.38,189.11069,189.7,TRUE,0.000%,0.26931,0.14%,,
3221,187.03,187.2402,187.75,TRUE,0.000%,-0.2102,-0.11%,,
3222,188.81,188.03784,189.54,TRUE,0.000%,0.77216,0.41%,,
3223,187.27,186.31212,186.01,TRUE,0.000%,0.95788,0.51%,,
3224,184.05,185.49976,184.07,FALSE,-0.777%,-1.44976,-0.79%,,
3225,186.07,185.98572,186.99,TRUE,0.000%,0.08428,0.05%,,
3226,188.81,186.60745,188.23,FALSE,-0.862%,2.20255,1.17%,,
3227,188.24,186.45187,187.01,FALSE,-0.298%,1.78813,0.96%,,
3228,185.42,186.2143,186.96,TRUE,0.000%,-0.7943,-0.42%,,
3229,187.23,186.14395,187.25,TRUE,0.000%,1.08605,0.58%,,
3230,188.68,188.89658,190.8,TRUE,0.000%,-0.21658,-0.11%,,
3231,191.11,188.91653,190.82,FALSE,-0.998%,2.19347,1.15%,,
3232,191.09,189.68376,191.65,TRUE,0.000%,1.40624,0.73%,,
3233,193.52,191.17696,192.88,FALSE,-0.883%,2.34304,1.21%,,
3234,193.04,193.0351,194.18,TRUE,0.000%,0.0049,0.00%,,
3235,193.55,192.74173,193.26,FALSE,-0.268%,0.80827,0.42%,,
3236,191.69,192.64748,192.65,TRUE,0.000%,-0.95748,-0.50%,,
3237,193.39,192.38884,194.06,TRUE,0.000%,1.00116,0.52%,,
3238,191.85,191.71089,191.43,TRUE,0.000%,0.13911,0.07%,,
3239,192.22,192.36865,193.62,TRUE,0.000%,-0.14865,-0.08%,,
3240,194.09,192.04514,193.09,FALSE,-0.541%,2.04486,1.06%,,
3241,195.64,194.42534,196.57,TRUE,0.000%,1.21466,0.62%,,
3242,197.57,195.3504,197.24,FALSE,-0.958%,2.2196,1.13%,,
3243,196.04,196.11407,196.42,TRUE,0.000%,-0.07407,-0.04%,,
3244,196.99,196.17084,197.56,TRUE,0.000%,0.81916,0.41%,,
3245,197.08,196.57166,197.93,TRUE,0.000%,0.50834,0.26%,,
3246,198.87,198.25247,200.19,TRUE,0.000%,0.61753,0.31%,,
3247,200.1,198.44022,200.35,TRUE,0.000%,1.65978,0.83%,,
3248,200.21,198.73416,199.98,FALSE,-0.623%,1.47584,0.74%,,
3249,199.76,199.86816,200.76,TRUE,0.000%,-0.10816,-0.05%,,
3250,200.43,198.87025,200.02,FALSE,-0.575%,1.55975,0.78%,,
3251,201.23,199.22908,200.23,FALSE,-0.500%,2.00092,1.00%,,
3252,200.96,199.84428,201.13,TRUE,0.000%,1.11572,0.55%,,
3253,201.54,200.03145,200.84,FALSE,-0.403%,1.50855,0.75%,,
3254,201.59,200.27747,200.83,FALSE,-0.275%,1.31253,0.65%,,
3255,201.43,201.29779,202.61,TRUE,0.000%,0.13221,0.07%,,
3256,202.91,201.69434,202.61,FALSE,-0.452%,1.21566,0.60%,,
3257,203.07,202.85976,203.84,TRUE,0.000%,0.21024,0.10%,,
3258,203.37,202.47702,202.85,FALSE,-0.184%,0.89298,0.44%,,
3259,202.15,201.8638,201.94,FALSE,-0.038%,0.2862,0.14%,,
3260,201.7,201.58612,202.17,TRUE,0.000%,0.11388,0.06%,,
3261,201.83,201.4864,202.67,TRUE,0.000%,0.3436,0.17%,,
3262,204.22,202.26363,204.32,TRUE,0.000%,1.95637,0.96%,,
3263,204.61,203.62779,205.13,TRUE,0.000%,0.98221,0.48%,,
3264,206.04,204.10695,205.59,FALSE,-0.721%,1.93305,0.94%,,
3265,205.1,204.91609,205.11,TRUE,0.000%,0.18391,0.09%,,
3266,203,202.1337,200.32,TRUE,0.000%,0.8663,0.43%,,
3267,201.41,202.72598,202.49,FALSE,-0.117%,-1.31598,-0.65%,,
3268,202.43,202.21579,203.15,TRUE,0.000%,0.21421,0.11%,,
3269,202.83,202.57619,204.25,TRUE,0.000%,0.25381,0.12%,,
3270,205,202.6065,204.63,FALSE,-0.989%,2.3935,1.17%,,
3271,204.07,203.33403,204.17,TRUE,0.000%,0.73597,0.36%,,
3272,203.9,203.29968,204.37,TRUE,0.000%,0.60032,0.29%,,
3273,204.98,203.65547,204.77,FALSE,-0.544%,1.32453,0.65%,,
3274,206.51,204.91907,206.36,FALSE,-0.698%,1.59093,0.77%,,
3275,207.19,206.3624,208.5,TRUE,0.000%,0.8276,0.40%,,
3276,209.27,207.02122,209.5,TRUE,0.000%,2.24878,1.07%,,
3277,209.39,208.21028,209.6,TRUE,0.000%,1.17972,0.56%,,
3278,209.55,208.31474,209.64,TRUE,0.000%,1.23526,0.59%,,
3279,210.86,209.70305,211.81,TRUE,0.000%,1.15695,0.55%,,
3280,211.71,210.37035,212.03,TRUE,0.000%,1.33965,0.63%,,
3281,211.81,210.30814,211.97,TRUE,0.000%,1.50186,0.71%,,
3282,211.92,210.44356,212.26,TRUE,0.000%,1.47644,0.70%,,
3283,213.79,211.7461,214.55,TRUE,0.000%,2.0439,0.95%,,
3284,213.61,211.93361,213.51,FALSE,-0.738%,1.67639,0.79%,,
3285,212.21,211.34169,211.62,FALSE,-0.132%,0.86831,0.41%,,
3286,212.61,212.69199,214.4,TRUE,0.000%,-0.08199,-0.04%,,
3287,216.16,212.10603,213.29,FALSE,-0.555%,4.05397,1.90%,,
3288,214.18,213.03798,212.49,TRUE,0.000%,1.14202,0.54%,,
3289,215.56,213.5863,215.64,TRUE,0.000%,1.9737,0.92%,,
3290,215.53,214.32088,215.47,FALSE,-0.533%,1.20912,0.56%,,
3291,217.15,216.42844,218.91,TRUE,0.000%,0.72156,0.33%,,
3292,218.99,217.2778,219.76,TRUE,0.000%,1.7122,0.78%,,
3293,218.43,217.58713,219.31,TRUE,0.000%,0.84287,0.38%,,
3294,220.95,218.65274,220.75,FALSE,-0.950%,2.29726,1.04%,,
3295,220.08,219.11053,220.18,TRUE,0.000%,0.96947,0.44%,,
3296,220.17,219.83797,221.24,TRUE,0.000%,0.33203,0.15%,,
3297,222.28,221.01,223.24,TRUE,0.000%,1.27,0.57%,,
3298,223.38,221.37817,222.73,FALSE,-0.607%,2.00183,0.90%,,
3299,223.28,222.58224,224.38,TRUE,0.000%,0.69776,0.31%,,
3300,223.87,222.51077,223.71,FALSE,-0.536%,1.35923,0.61%,,
3301,224.59,224.18336,225.62,TRUE,0.000%,0.40664,0.18%,,
3302,222.7,219.99286,217.72,TRUE,0.000%,2.70714,1.24%,,
3303,218.1,220.68523,219.6,FALSE,-0.494%,-2.58523,-1.18%,,
3304,221.45,220.81401,222.66,TRUE,0.000%,0.63599,0.29%,,
3305,221.81,220.20332,220.37,FALSE,-0.076%,1.60668,0.73%,,
3306,222.6,221.70308,223.5,TRUE,0.000%,0.89692,0.40%,,
3307,219.07,220.25598,220.14,FALSE,-0.053%,-1.18598,-0.54%,,
3308,222.38,222.08183,225.39,TRUE,0.000%,0.29817,0.13%,,
3309,227.47,225.8834,230.22,TRUE,0.000%,1.5866,0.69%,,
3310,228.22,226.60657,228.77,TRUE,0.000%,1.61343,0.71%,,
3311,230.19,226.74728,229.16,FALSE,-1.053%,3.44272,1.50%,,
3312,229.2,227.48239,228.43,FALSE,-0.415%,1.71761,0.75%,,
3313,231.97,230.52199,233.21,TRUE,0.000%,1.44801,0.62%,,
3314,232.01,231.71416,233.34,TRUE,0.000%,0.29584,0.13%,,
3315,234.27,230.87395,232.62,FALSE,-0.751%,3.39605,1.46%,,
3316,233.97,232.6664,234.28,TRUE,0.000%,1.3036,0.56%,,
3317,234.64,232.05496,233.47,FALSE,-0.606%,2.58504,1.11%,,
3318,234.73,234.1859,236.07,TRUE,0.000%,0.5441,0.23%,,
3319,236.98,233.83217,236.46,FALSE,-1.111%,3.14783,1.33%,,
3320,234.78,233.48077,233.64,FALSE,-0.068%,1.29923,0.56%,,
3321,230.27,227.10693,221.84,TRUE,0.000%,3.16307,1.43%,,
3322,221.39,226.46198,223.19,FALSE,-1.466%,-5.07198,-2.27%,,
3323,215.37,220.20126,216.67,FALSE,-1.630%,-4.83126,-2.23%,,
3324,216.48,215.08179,211.05,TRUE,0.000%,1.39821,0.66%,,
3325,205.64,209.78204,198.92,TRUE,0.000%,-4.14204,-2.08%,,
3326,205.8,208.947,208.88,FALSE,-0.032%,-3.147,-1.51%,,
3327,216.42,211.4312,217.11,TRUE,0.000%,4.9888,2.30%,,
3328,209.48,213.31403,213.32,TRUE,0.000%,-3.83403,-1.80%,,
3329,218.22,212.1829,212.69,FALSE,-0.238%,6.0371,2.84%,,
3330,211.59,209.78171,204.67,TRUE,0.000%,1.80829,0.88%,,
3331,208.02,203.25789,193.48,TRUE,0.000%,4.76211,2.46%,,
3332,193.57,205.65634,201.11,FALSE,-2.261%,-12.08634,-6.01%,,
3333,204.11,200.00174,199.35,TRUE,0.000%,4.10826,2.06%,,
3334,195.22,195.09615,182.09,TRUE,0.000%,0.12385,0.07%,,
3335,177.32,191.59114,187.07,FALSE,-2.417%,-14.27114,-7.63%,,
3336,192.34,182.36052,174.15,TRUE,0.000%,9.97948,5.73%,,
3337,169.3,183.29793,175.47,FALSE,-4.461%,-13.99793,-7.98%,,
3338,182.14,175.67763,171.605,TRUE,0.000%,6.46237,3.77%,,
3339,176.6,177.95375,175.69,TRUE,0.000%,-1.35375,-0.77%,,
3340,177.66,179.03658,181.74,TRUE,0.000%,-1.37658,-0.76%,,
3341,170.7,175.9118,170.92,FALSE,-2.921%,-5.2118,-3.05%,,
3342,170.46,174.47235,179.91,TRUE,0.000%,-4.01235,-2.23%,,
3343,183.66,177.61803,184.42,TRUE,0.000%,6.04197,3.28%,,
3344,182.3,178.36217,183.87,TRUE,0.000%,3.93783,2.14%,,
3345,191.9,180.04703,186.93,FALSE,-3.682%,11.85297,6.34%,,
3346,185.3,186.87473,187.1,TRUE,0.000%,-1.57473,-0.84%,,
3347,192.04,184.20576,191.53,FALSE,-3.824%,7.83424,4.09%,,
3348,190.4,186.24655,184.81,TRUE,0.000%,4.15345,2.25%,,
3349,182.31,185.9812,181.59,TRUE,0.000%,-3.6712,-2.02%,,
3350,186.01,184.12975,185.5,FALSE,-0.739%,1.88025,1.01%,,
3351,183.37,185.80609,190.38,TRUE,0.000%,-2.43609,-1.28%,,
3352,196.48,189.46155,202.14,TRUE,0.000%,7.01845,3.47%,,
3353,196.4,191.16708,198.0835,TRUE,0.000%,5.23292,2.64%,,
3354,200.57,194.66612,202.27,TRUE,0.000%,5.90388,2.92%,,
3355,200.86,194.6575,199.92,FALSE,-2.632%,6.2025,3.10%,,
3356,203.03,198.58601,207.17,TRUE,0.000%,4.44399,2.15%,,
3357,211.86,201.27545,208.48,FALSE,-3.456%,10.58455,5.08%,,
3358,209.43,203.7149,211.78,TRUE,0.000%,5.7151,2.70%,,
3359,213.25,205.81519,215.96,TRUE,0.000%,7.43481,3.44%,,
3360,215.29,209.22255,213.27,FALSE,-1.898%,6.06745,2.84%,,
3361,212.74,209.03265,210.63,FALSE,-0.758%,3.70735,1.76%,,
3362,204.89,208.76715,209.14,TRUE,0.000%,-3.87715,-1.85%,,
3363,210.97,208.94073,211.8,TRUE,0.000%,2.02927,0.96%,,
3364,210.52,208.66757,210.94,TRUE,0.000%,1.85243,0.88%,,
3365,213.84,211.039,216.18,TRUE,0.000%,2.801,1.30%,,
3366,215.56,213.54865,217.27,TRUE,0.000%,2.01135,0.93%,,
3367,211.5,215.64232,216.21,TRUE,0.000%,-4.14232,-1.92%,,
3368,219,217.63342,220.01,TRUE,0.000%,1.36658,0.62%,,
3369,218.91,217.55005,214.54,TRUE,0.000%,1.35995,0.63%,,
3370,212.74,218.45598,211.61,TRUE,0.000%,-5.71598,-2.70%,,
3371,215.22,218.03307,217.4,FALSE,-0.291%,-2.81307,-1.29%,,
3372,217.66,219.4624,219.37,FALSE,-0.042%,-1.8024,-0.82%,,
3373,219,219.1164,221.75,TRUE,0.000%,-0.1164,-0.05%,,
3374,221.82,219.87466,223.55,TRUE,0.000%,1.94534,0.87%,,
3375,224.86,222.99323,223.5,FALSE,-0.227%,1.86677,0.84%,,
3376,226.87,225.36029,227.48,TRUE,0.000%,1.50971,0.66%,,
3377,222.12,226.2039,222.65,FALSE,-1.596%,-4.0839,-1.83%,,
3378,219.34,223.47034,218.12,TRUE,0.000%,-4.13034,-1.89%,,
3379,221.83,221.3178,218.77,TRUE,0.000%,0.5122,0.23%,,
3380,223.27,225.95076,226.28,TRUE,0.000%,-2.68076,-1.18%,,
3381,227.43,225.95766,227.66,TRUE,0.000%,1.47234,0.65%,,
3382,226.86,227.63411,229.48,TRUE,0.000%,-0.77411,-0.34%,,
3383,231.39,229.52814,231.49,TRUE,0.000%,1.86186,0.80%,,
3384,228.87,229.54079,228.46,TRUE,0.000%,-0.67079,-0.29%,,
3385,229.66,229.77184,233.44,TRUE,0.000%,-0.11184,-0.05%,,
3386,229.04,227.8527,228.51,FALSE,-0.288%,1.1873,0.52%,,
3387,230.29,227.56905,229.05,FALSE,-0.647%,2.72095,1.19%,,
3388,229.99,228.69069,230.43,TRUE,0.000%,1.29931,0.56%,,
3389,233.36,230.23582,232.4,FALSE,-0.931%,3.12418,1.34%,,
3390,234.06,233.16293,234.42,TRUE,0.000%,0.89707,0.38%,,
3391,235.63,234.46483,236.23,TRUE,0.000%,1.16517,0.49%,,
3392,236.69,235.53384,236.32,FALSE,-0.333%,1.15616,0.49%,,
3393,235.03,235.23439,236.06,TRUE,0.000%,-0.20439,-0.09%,,
3394,239.69,235.37292,239.54,FALSE,-1.740%,4.31708,1.80%,,
3395,241.55,237.71823,240.66,FALSE,-1.222%,3.83177,1.59%,,
3396,243.3,240.78685,245,TRUE,0.000%,2.51315,1.03%,,
3397,246.22,240.93507,242.29,FALSE,-0.559%,5.28493,2.18%,,
3398,234.02,241.55994,239.09,FALSE,-1.033%,-7.53994,-3.15%,,
3399,235.88,236.39046,232.44,TRUE,0.000%,-0.51046,-0.22%,,
3400,238.75,241.01025,243.78,TRUE,0.000%,-2.26025,-0.93%,,
3401,242.85,240.3513,244.4,TRUE,0.000%,2.4987,1.02%,,
3402,243.62,239.58784,243.29,FALSE,-1.522%,4.03216,1.66%,,
3403,244.28,242.83392,246.74,TRUE,0.000%,1.44608,0.59%,,
3404,244.24,243.61807,243.77,FALSE,-0.062%,0.62193,0.26%,,
3405,246.74,245.81448,248.39,TRUE,0.000%,0.92552,0.37%,,
3406,248.84,247.42136,247.99,FALSE,-0.229%,1.41864,0.57%,,
3407,243.71,244.45993,243.91,FALSE,-0.225%,-0.74993,-0.31%,,
3408,246.03,244.59642,245.75,FALSE,-0.469%,1.43358,0.58%,,
3409,240.22,243.20871,239.98,TRUE,0.000%,-2.98871,-1.25%,,
3410,242.84,241.54568,242.77,FALSE,-0.504%,1.29432,0.53%,,
3411,247.6,244.80984,247.66,TRUE,0.000%,2.79016,1.13%,,
3412,250.49,248.53206,252.97,TRUE,0.000%,1.95794,0.77%,,
3413,252.19,251.15532,255.46,TRUE,0.000%,1.03468,0.41%,,
3414,258.39,253.49736,258.1,FALSE,-1.783%,4.89264,1.90%,,
3415,256.61,255.66536,258,TRUE,0.000%,0.94464,0.37%,,
3416,259.99,256.6525,261.89,TRUE,0.000%,3.3375,1.27%,,
3417,262.18,259.35986,262,FALSE,-1.008%,2.82014,1.08%,,
3418,263.97,262.28955,266.87,TRUE,0.000%,1.68045,0.63%,,
3419,258.54,258.10236,256.07,TRUE,0.000%,0.43764,0.17%,,
3420,260.37,259.70352,261.68,TRUE,0.000%,0.66648,0.25%,,
3421,260.9,258.27036,257.97,TRUE,0.000%,2.62964,1.02%,,
3422,259.12,258.39636,259.71,TRUE,0.000%,0.72364,0.28%,,
3423,259.42,258.33737,260.12,TRUE,0.000%,1.08263,0.42%,,
3424,266.78,262.28287,268.41,TRUE,0.000%,4.49713,1.68%,,
3425,264,263.02576,264.46,TRUE,0.000%,0.97424,0.37%,,
3426,264.93,263.31036,264.55,FALSE,-0.469%,1.61964,0.61%,,
3427,258.01,259.13077,254.12,TRUE,0.000%,-1.12077,-0.44%,,
3428,255.56,259.70908,257.36,FALSE,-0.913%,-4.14908,-1.61%,,
3429,260.12,259.20554,259.33,FALSE,-0.048%,0.91446,0.35%,,
3430,256.81,258.7905,258.33,FALSE,-0.178%,-1.9805,-0.77%,,
3431,259.77,257.1083,257.78,FALSE,-0.261%,2.6617,1.03%,,
3432,261.13,261.93735,265.83,TRUE,0.000%,-0.80735,-0.30%,,
3433,265.79,263.93185,268.05,TRUE,0.000%,1.85815,0.69%,,
3434,269.38,265.84985,268.74,FALSE,-1.075%,3.53015,1.31%,,
3435,270.38,268.50772,270.83,TRUE,0.000%,1.87228,0.69%,,
3436,271.05,269.17493,270.78,FALSE,-0.593%,1.87507,0.69%,,
3437,274.64,271.69458,274.04,FALSE,-0.856%,2.94542,1.07%,,
3438,271.47,273.00595,271.74,FALSE,-0.466%,-1.53595,-0.57%,,
3439,270.31,269.292,269.1,TRUE,0.000%,1.018,0.38%,,
3440,265.19,268.3664,267.37,FALSE,-0.373%,-3.1764,-1.19%,,
3441,271.86,269.97437,272.64,TRUE,0.000%,1.88563,0.69%,,
3442,272.48,270.2085,273.01,TRUE,0.000%,2.2715,0.83%,,
3443,272.16,269.7588,273.91,TRUE,0.000%,2.4012,0.88%,,
3444,275.32,271.99042,276.41,TRUE,0.000%,3.32958,1.20%,,
3445,277.97,274.80634,277.93,FALSE,-1.124%,3.16366,1.14%,,
3446,276.1,274.3503,275.3,FALSE,-0.345%,1.7497,0.64%,,
3447,279.93,277.06458,280.07,TRUE,0.000%,2.86542,1.02%,,
3448,281.87,281.00143,285.06,TRUE,0.000%,0.86857,0.30%,,
3449,283.63,280.71832,282.78,FALSE,-0.729%,2.91168,1.03%,,
3450,285.86,282.7527,287.11,TRUE,0.000%,3.1073,1.08%,,
3451,291.96,286.80716,293.08,TRUE,0.000%,5.15284,1.76%,,
3452,291.05,288.21045,292.27,TRUE,0.000%,2.83955,0.97%,,
3453,292.53,289.7687,293.16,TRUE,0.000%,2.7613,0.94%,,
3454,294.88,291.6543,297.6,TRUE,0.000%,3.2257,1.08%,,
3455,299.92,295.02362,303.26,TRUE,0.000%,4.89638,1.61%,,
3456,302.76,295.14426,298.2,FALSE,-1.025%,7.61574,2.55%,,
3457,287.41,291.5053,285.76,TRUE,0.000%,-4.0953,-1.43%,,
3458,283.58,282.13092,272.27,TRUE,0.000%,1.44908,0.53%,,
3459,269.95,284.22784,275.54,FALSE,-3.153%,-14.27784,-5.18%,,
3460,277.88,281.0374,280.97,FALSE,-0.024%,-3.1574,-1.12%,,
3461,272.34,278.34097,274.33,FALSE,-1.462%,-6.00097,-2.19%,,
3462,270.45,274.34473,274.28,FALSE,-0.024%,-3.89473,-1.42%,,
3463,275.16,275.84924,278.9,TRUE,0.000%,-0.68924,-0.25%,,
3464,279.06,277.56357,279.77,TRUE,0.000%,1.49643,0.53%,,
3465,274.61,273.92813,267.52,TRUE,0.000%,0.68187,0.25%,,
3466,270.32,273.537,271.62,FALSE,-0.706%,-3.217,-1.18%,,
3467,266.87,266.84183,262.52,TRUE,0.000%,0.02817,0.01%,,
3468,267.51,271.0983,270.05,FALSE,-0.388%,-3.5883,-1.33%,,
3469,272.48,270.95776,272.15,FALSE,-0.438%,1.52224,0.56%,,
3470,264.16,265.76752,261.58,TRUE,0.000%,-1.60752,-0.61%,,
3471,265.39,262.87244,265.82,TRUE,0.000%,2.51756,0.95%,,
3472,271.56,270.26147,276.615,TRUE,0.000%,1.29853,0.47%,,
3473,277.2,273.08627,276.72,FALSE,-1.313%,4.11373,1.49%,,
3474,275.95,274.86014,276.09,TRUE,0.000%,1.08986,0.39%,,
3475,277.84,276.08212,281.79,TRUE,0.000%,1.75788,0.62%,,
3476,282.25,276.6312,276.01,TRUE,0.000%,5.6188,2.04%,,
3477,274.31,279.20535,276.34,FALSE,-1.037%,-4.89535,-1.77%,,
3478,280.16,278.3124,279.29,FALSE,-0.350%,1.8476,0.66%,,
3479,275.16,278.39935,277.83,FALSE,-0.205%,-3.23935,-1.17%,,
3480,279.92,278.14838,282.32,TRUE,0.000%,1.77162,0.63%,,
3481,281.41,281.0724,283.09,TRUE,0.000%,0.3376,0.12%,,
3482,285.71,283.24298,290.6,TRUE,0.000%,2.46702,0.85%,,
3483,294.53,286.0482,296.34,TRUE,0.000%,8.4818,2.86%,,
3484,294.52,289.481,295.32,TRUE,0.000%,5.039,1.71%,,
3485,292.06,288.99637,287.25,TRUE,0.000%,3.06363,1.07%,,
3486,290.1,290.53445,291.8,TRUE,0.000%,-0.43445,-0.15%,,
3487,288.51,289.4319,290.49,TRUE,0.000%,-0.9219,-0.32%,,
3488,283.8,285.80258,284.56,FALSE,-0.437%,-2.00258,-0.70%,,
3489,284.41,284.26505,284.67,TRUE,0.000%,0.14495,0.05%,,
3490,284.19,284.68735,285.05,TRUE,0.000%,-0.49735,-0.17%,,
3491,284.18,283.25876,284.79,TRUE,0.000%,0.92124,0.32%,,
3492,284.74,281.81033,282.32,FALSE,-0.181%,2.92967,1.04%,,
3493,280.47,282.98276,281.42,FALSE,-0.555%,-2.51276,-0.89%,,
3494,282.66,278.8674,278.13,TRUE,0.000%,3.7926,1.36%,,
3495,271.64,277.11914,273.04,FALSE,-1.494%,-5.47914,-2.01%,,
3496,276.39,275.7688,274.375,TRUE,0.000%,0.6212,0.23%,,
3497,269.38,274.535,271.73,FALSE,-1.032%,-5.155,-1.90%,,
3498,269.98,271.2164,271.86,TRUE,0.000%,-1.2364,-0.45%,,
3499,274.65,278.5832,283.56,TRUE,0.000%,-3.9332,-1.39%,,
3500,286.91,283.36783,293.41,TRUE,0.000%,3.54217,1.21%,,
3501,294.39,287.9673,293.58,FALSE,-1.912%,6.4227,2.19%,,
3502,294.61,292.28793,297.31,TRUE,0.000%,2.32207,0.78%,,
3503,288.59,287.75763,285.26,TRUE,0.000%,0.83237,0.29%,,
3504,283.42,287.06082,285.92,FALSE,-0.399%,-3.64082,-1.27%,,
3505,289.76,288.71384,290.72,TRUE,0.000%,1.04616,0.36%,,
3506,288.4,288.0585,290.01,TRUE,0.000%,0.3415,0.12%,,
3507,290.93,286.843,290.68,FALSE,-1.320%,4.087,1.41%,,
